,Dollar_per_MT,BDTI TD3,Flat Rate,Earnings,UL/VLCC Orderbook...3,UL/VLCC Orderbook...4,VLCC Orderbook % Fleet,VLCC Fleet Development...6,VLCC Fleet Development...7,VLCC Fleet - Average Age,VLCC Average Demolition Prices,VLCC Losses...10,VLCC Losses...11,VLCC Demolition...12,VLCC Demolition...13,VLCC Deliveries...14,VLCC Deliveries...15,UL/VLCC Contracting...16,UL/VLCC Contracting...17,UL/VLCC Contracting...18,VLCC Newbuilding Prices,Fujairah Bunker Prices,AG Crude Exports,Net Additions,P.Africa,P.Asia Pacific,P.Europe,P.FSU,P.Latin America,P.Middle East,P.North America,P.Total,UP.Africa,UP.Asia Pacific,UP.Europe,UP.FSU,UP.Latin America,UP.Middle East,UP.North America,UP.Total,Brent,WTI,Dubai,Diff_Dub_WTI,Diff_Brent_Dub,Diff_Brent_WTI,LCOc2.Brent_2,LCOc3.Brent_3,LCOc4.Brent_4,PCAAU00.Dubai_02,PCAAV00.Dubai_03,UL/VLCC Tankers Storage (No.),UL/VLCC Tankers Storage (DWT),Contango_M7-M1,New Addition_Forward,Time Charter 1 year ($/day),VLCC Single Voyage Fixtures,TP.U.S. + Canada,TP.Latin America,TP.Total Europe,TP.Former Soviet Union,TP.Asia-Pacific,TP.Middle East,TP.Africa,Total trade flows,TF.Des_ARA Region,TF.Des_East Asia,TF.Des_Indian Sub-Continent,TF.Des_North West Europe (excl. ARA),TF.Des_PADD 3 (US Gulf Coast),TF.Des_PADD 5 (US West Coast),TF.Des_Red Sea,TF.Des_Southeast Asia,F.Des_AG/ WCI,F.Des_EAF,F.Des_ECI,F.Des_ECSA,F.Des_FE,F.Des_LA,F.Des_MED,F.Des_MED/ BS,F.Des_MED/BS,F.Des_RS,F.Des_SAF,F.Des_SEA,F.Des_UKC,F.Des_USAC,F.Des_USEC,F.Des_USWC,F.Des_WAF,F.Des_WCSA,F.Origin_AG/ WCI,F.Origin_EAF,F.Origin_ECSA,F.Origin_FE,F.Origin_LA,F.Origin_MED,F.Origin_MED/ BS,F.Origin_MED/BS,F.Origin_RS,F.Origin_SAF,F.Origin_SEA,F.Origin_UKC,F.Origin_USAC,F.Origin_USEC,F.Origin_USWC,F.Origin_WAF
P.Middle East,0.32269297649823514,0.3259853405068927,-0.0006586304406185732,0.38729303610687615,-0.2564382721928456,-0.2595682956143362,-0.2645008118489299,0.3004732516290728,0.32054574751057796,0.22953363435597962,-0.16731350892176622,,,-0.04905593964160318,-0.0338977866517271,-0.05527119938017898,-0.053169381030685865,-0.14371170951754467,-0.16282871727017273,-0.17344429439897155,-0.2006622689346143,-0.19086794632798113,0.24056771996892826,-0.12132645250608502,0.11615286163727588,0.09834353986419857,0.30060581547627385,0.20477042724975703,0.27121142415137856,1.0,0.351478319537402,0.4862961702159257,0.27691880338693686,0.3846582327533002,0.050648175211708175,-0.014104742501987197,0.22000972322791024,0.13025441648757485,0.12880582370388216,0.25505759161248986,-0.21014256649050103,-0.21446569800548226,-0.20574310941673696,-0.08147861139199691,-0.0742540712017142,-0.10813286791496629,-0.20871547799495582,-0.20681750056982132,-0.20463162260258422,-0.2000297132867117,-0.19754153686482256,0.3050684713143924,0.30576842476687677,-0.016018774761239987,-0.049266168642172106,0.1443542867583828,0.1378138749564678,0.18319462807933584,0.169876508420803,0.18949864059460905,0.20314412599935455,0.20244949568406825,0.17526779604201115,0.19207631816671117,0.20345434439675836,0.1734558850815413,0.21372214704713793,0.19539999259713936,0.0347573101277956,0.058335586947255845,0.1448353237629696,0.26279436670097417,0.2277572596459142,0.24516515322084512,0.11890808874362471,0.10947694350509347,0.34316210458944746,0.27640287020826915,0.3897881947395241,0.222405629478346,0.14432710165902615,-0.019135510745469,0.47350944884745017,0.17786892164593907,0.2577580479196992,0.23862154199280464,0.1879083784160206,0.23721110666476683,0.014432869308194292,0.08117202661331994,0.08809020522258354,0.29400739756629857,0.10969531036107677,0.2822518267638917,0.1534082109008674,0.24550563041889092,0.15634111478876878,0.1373617631270462,0.07401956637792916,0.27466977005846,0.13316040993341235,0.13958888125111,0.21016518009676793,0.19043283865703325,0.22453460575957923,0.4548957393604488,0.27087486782942516
P.North America,0.07865340440676419,0.10880811564243925,-0.00723548844295363,0.01862464909448277,0.07819252359646703,0.05786117880912741,0.05825698536593712,-0.050947296859305505,-0.014046932585296991,-0.038615850484803524,0.06821337347610525,,,0.0245611528620544,0.025166381921320504,0.16479231821634824,0.16288300902926067,-0.14703055417047162,-0.13803126515744119,-0.1326282686774859,0.07620117263068159,0.0743152895682206,-0.07319275392240254,0.02661955337416718,0.04929968102728768,0.14960780668930448,0.5651871669317737,0.2507415282089471,0.0253469705482383,0.351478319537402,1.0,0.6142835762714492,0.01487517444621494,-0.034165016564869595,0.016732462412063453,-0.05907132867576171,-0.000933801003910436,-0.06343014166120949,-0.04552293954565093,-0.030500776680490414,0.0866464654454087,0.09637016390708164,0.0869220906960013,0.012477324437813403,0.018010427835973317,0.01878407159017864,0.08641593607897377,0.08604910272200207,0.0644095702563989,0.09115609756571079,0.09038927357648034,0.08186123361678357,0.08214803120320663,-0.10753270666255031,0.15681158838101322,-0.01342928631931359,0.14218491980016665,-0.022488381439296375,-0.006725561500227365,-0.01781393443652645,-0.01269811242655722,0.003978580751291351,-0.004819525076744778,0.006949114521470137,0.0016899948096855788,-0.07839486789993236,0.007327875327073488,0.012752596354008675,-0.08317310273409315,0.013418854679290104,0.019283765199206222,-0.030811647010253584,0.0011003692072739711,0.013650904306669336,-0.0033768475388229746,-0.0813915768632633,-0.07354649315026121,0.03544282434894411,0.021963558758586802,-0.024283997085316065,0.04806049079953828,0.0157630822812828,0.04086013502617736,0.010465373195621089,-0.03100143370264836,0.026861519549953958,0.033828271370674796,0.04578819862773166,0.015864913092864776,-0.004619700204812848,-0.005685230557120198,0.031098929006914168,-0.015995080306447373,0.023287982860392444,-0.02264302670701123,0.01750296361807356,0.0008480674270806896,-0.013802976101313966,-0.04010580143467757,-0.023339578331063503,0.0037261919066548846,0.030593765970242985,-0.05144888156280114,-0.008229607757327218,0.03740642475350968,0.07390095634983121,0.027768060239699972
P.Total,0.012887655410928962,0.056890335666263704,-0.08664843740225699,0.1196597287423242,-0.28701306673706123,-0.26292444383171176,-0.28948267124477656,0.40500699148899183,0.3842391717989938,0.31624216204972877,-0.18437838251020836,,,-0.009253767763319385,0.032433346181302045,0.0073056303674224506,0.0298631340973997,-0.0835513743565979,-0.09618962236517417,-0.10631609890078512,-0.24369918101436105,-0.1911315659706492,0.20396051002283894,-0.06991330470427784,0.3467705530717252,0.7514280350165287,0.7810763708024074,0.7135041901023258,0.28208740443004093,0.4862961702159257,0.6142835762714492,1.0,0.4217093768578938,0.28598933084640465,0.204776217718939,0.11828551311153473,0.36261226176711275,0.3292241251905932,0.2542279427581755,0.3823801600822664,-0.20452336868151635,-0.21470125342824437,-0.18814633179608423,-0.00371790049946176,-0.24611088322245325,-0.08620582039486843,-0.20709381838934454,-0.21066368309534728,-0.17709982688127401,-0.18785316785893252,-0.19316504223725459,0.3890795555251369,0.38888281690123117,-0.2488386426860029,0.01642018420780321,0.09503147692223679,0.30985006275654864,0.25013311869263427,0.22756311676425503,0.245836121811953,0.25362218783155877,0.2678094281083442,0.2559512123434459,0.2534853830836407,0.2714535848406779,0.20411098840162825,0.28455571871890206,0.2615308404002797,0.16957912716332135,0.16975693881758624,0.2966844896374787,0.2905376379972802,0.24083707245937683,0.23046758739844583,0.1620995873308647,0.13373881167464333,0.22840640056295825,0.3310918982078047,0.2074882735793995,0.08794474640718253,0.052048013186302734,0.052589467238517394,0.3425899624745966,0.13167744730110711,0.25080004580547205,0.07206259893293017,0.20749403344926146,0.18288204259684376,0.27755416967132085,0.07136850307883623,0.16235582092966164,0.30811082354001545,0.16017769767768536,0.31967717683782815,0.18955907437750225,0.30643686915527885,0.17003757381578855,-0.02313076137702792,0.1822164220525325,0.159580862464702,0.2310017767266917,0.2764022994079259,0.1653938861363542,0.24377034142166715,0.22475321451212088,0.35658353521107533,0.2838357430912403
UP.Africa,-0.014121335217690874,0.19528376748741288,-0.42114805968225566,0.3385722565292796,-0.45970866218058626,-0.40200717145243114,-0.49480339950436575,0.8884878966680118,0.8532001485340056,0.8125273002313199,-0.5010109114175314,,,-0.05964762515084564,-0.0037267576988285716,0.05618601847816149,0.15639448222111244,0.03983156313126639,0.020309747504814134,-0.005738147453760064,-0.5564479047317759,-0.5587263394810001,0.5711104539356999,0.03760512033594297,0.27492872147898734,0.25467206487147326,0.17390112897095572,0.6283187526814324,0.38075465009861037,0.27691880338693686,0.01487517444621494,0.4217093768578938,1.0,0.5786803801172733,0.45410499670594395,0.19147081143504685,0.8643672804730419,0.8110509772312742,0.6451049188174837,0.893077574559486,-0.6179450070359932,-0.6416745164865753,-0.5909089659604576,-0.13605746155270976,-0.4446782382773918,-0.2879035656750666,-0.6227084122251858,-0.6279485922042718,-0.5893564631118222,-0.5956839157886009,-0.6005694212241682,0.8112443081552764,0.8110317128053481,-0.13775600819209088,0.12603275464089814,0.22494893144102926,0.4839676871371224,0.7542994969232204,0.6949941269611183,0.7557392137892253,0.7683163001782004,0.7806107173595911,0.7576921418511979,0.7384099087358036,0.7835636774254312,0.7641284497650186,0.8010391448429114,0.7594648540111906,0.5929880098056592,0.5427795249308943,0.7345338700183536,0.7982203031509095,0.7469892008326062,0.7157285433122358,0.8217477448036311,0.9152317259199869,0.6719690491663357,0.8453429521279958,0.5092056265854508,0.5895044998944405,0.28838463996584207,0.5668816175426354,0.6298229341827214,0.6442063924764142,0.7382223843404042,0.39120750902317336,0.6502947244576832,0.666100806046425,0.7158162796854298,0.4215539084476622,0.6207010230425957,0.8118794952282785,0.8027645353040134,0.8065908299406186,0.5114013839495305,0.7653642707793434,0.5153190894304008,0.30723709350784945,0.8253401010742065,0.755716737259519,0.8312772877034351,0.7045818216617049,0.6759115742189477,0.8317029072990525,0.7858711383402932,0.8570458170457498,0.7776269574484899
UP.Asia Pacific,0.25305038587082185,0.15676216107648197,0.14220532081244225,0.32725530699121524,-0.28952398714614525,-0.19455776418389048,-0.18572915816531232,0.43027338347090627,0.2849214991743964,0.27184404392706785,-0.02104139893470666,,,-0.13928708633680537,-0.09540009866863373,-0.11915934237446259,-0.07528875324584736,-0.10343382313125349,-0.1353830457680748,-0.13420172716336998,-0.14738759416059447,-0.2283645893649232,0.038675640231375104,-0.07848082701198966,-0.03592231459102647,0.14939815491797703,0.1139059638690451,0.33637869368336526,0.4132976295688306,0.3846582327533002,-0.034165016564869595,0.28598933084640465,0.5786803801172733,1.0,0.6549444240606564,-0.3288100709635716,0.35393846407766766,0.45648586123804613,0.704341151055291,0.7653267851549023,-0.27708729754415945,-0.3219730318983455,-0.27102923127879575,0.04301546232565667,-0.12794452066795156,0.0010856884502844259,-0.2719630642179397,-0.2687024782090396,-0.15467330912483498,-0.2639227998229244,-0.2589205378886526,0.47645301860215705,0.47561375511153675,0.11354775145323548,-0.092988932903849,0.22456429469783237,0.039124011173013847,0.11552062577757809,0.10202947138524056,0.12083329807505122,0.14573927322402305,0.14467217323933818,0.1140402944423097,0.12352951698533544,0.1607959850508827,0.18948088051312661,0.16987432522759485,0.13494807839104547,-0.0011933501327896332,0.05689922005126086,0.08493385459454193,0.2822820618620149,0.17799970742274007,0.08454959819711047,-0.06351083717857788,-0.05106378647845388,0.3717906447750009,0.23515278393096933,0.2549798095623266,-0.03021269010169866,0.034714891432349335,0.06701532686750468,0.5104930983651773,-0.023299864779530343,0.13775102637236003,0.01193933340944376,0.005821426841693758,0.06664555215952753,-0.217243113559185,-0.02121088803224628,-0.05122551795961045,0.20078653182877346,0.010531817941376897,0.28281713661205365,0.022455124709298405,0.14689151115425877,0.03398389112045162,-0.014124840101118705,-0.09281939889460952,0.3099819825549054,-0.11059990902811229,0.45390673646615076,0.1564540029054288,0.08519427362453286,-0.09785619348571689,0.5844018679143803,0.1541305269733367
UP.Europe,0.14714528251039086,0.01719235971103177,0.2101308809897113,0.2433127052219504,-0.2057944925754162,-0.06959420623841304,-0.024970643422664147,0.28525617681711235,0.03040756375945734,0.1835194576806318,0.13325917577285507,,,-0.11461419747096119,-0.11064964822973188,-0.0883041109121986,-0.010103322037265649,-0.004092393621255858,-0.02017278677855388,-0.012285907043016473,-0.057381239966685246,-0.17001111352594656,-0.23393614343406854,0.025059532397007124,-0.14489924484959132,0.11874514916704434,0.13139521938409496,0.28536042542553414,0.34405300442056747,0.050648175211708175,0.016732462412063453,0.204776217718939,0.45410499670594395,0.6549444240606564,1.0,-0.30084153039659844,0.22304029486951388,0.43262769960618414,0.7808628969418739,0.697238327265215,-0.197107070582907,-0.19242357762099035,-0.18518631538596872,-0.07567868311920944,-0.18723791498505213,-0.14003046371045302,-0.19204850472689833,-0.19057591213243885,-0.022876295247726802,-0.17916381945093066,-0.17753254670329477,0.27360712804388826,0.27052779363403084,0.0649654035709413,-0.04967947186958388,0.2258631567054702,-0.09917705781523412,-0.10553659167852987,-0.10644368664421065,-0.09910147136166587,-0.08694695164642918,-0.07633128992679632,-0.10171676853929082,-0.09729013570074141,-0.06129904891490862,0.03379478731647088,-0.05291732011382856,-0.10050079789434313,-0.09650153297123856,-0.056232041769552626,-0.11721874864278087,0.023951996611388172,-0.0756504821818523,-0.12958030562048062,-0.2976526620669018,-0.18106818893353677,0.06387901835649042,0.016532087154467856,-0.09566652548637099,-0.24479332320855457,-0.0330046025290151,-0.013233238086560512,0.1649793859456902,-0.24880314088279007,-0.10198074787926406,-0.13432722969183356,-0.16935956259426405,-0.21755952123143343,-0.12227810071847058,-0.13635479917110865,-0.21985936457587094,-0.04739836082989175,-0.297849915282222,0.06918417321077885,-0.06841443694877897,-0.02272422944574498,-0.16396737424102392,-0.1002383225418138,-0.2856492407812827,-0.016955772827800444,-0.3051591755222302,0.4541039408152908,-0.039836113047822995,-0.263243905549007,-0.2763814706158861,0.2596400214789228,-0.047847884884971055
UP.FSU,-0.2796638368029785,-0.043484231952978125,-0.47616724900653024,0.11042569551223104,-0.3418771494043169,-0.44090876782564287,-0.5596467212749698,0.4368117465422382,0.6148151834174654,0.5252946581821762,-0.7726843753508422,,,-0.03257379583463126,-0.020369375118682864,-0.0012237947161553402,-0.03163479053127037,0.03407596754769364,0.060060140421619564,0.025125569927097555,-0.6045535111422862,-0.513330197789942,0.8169305309051482,-0.0939538420338019,0.377949503431889,0.19255137492517138,0.04019221167237923,0.30731678316352234,-0.29819216739092247,-0.014104742501987197,-0.05907132867576171,0.11828551311153473,0.19147081143504685,-0.3288100709635716,-0.30084153039659844,1.0,0.4410404512954286,0.46527286248095084,-0.2540911862640875,0.06092364835800979,-0.4993511550075432,-0.5129362480218892,-0.5003017639858518,-0.23084155137787482,-0.06802129634674108,-0.2585547073163676,-0.5059964009224986,-0.511170102012506,-0.6143806932912711,-0.507431538812531,-0.5141897308545638,0.08190020000036997,0.0821046722363551,0.07774235464359854,-0.023400693462181207,0.10802628351189583,0.3555652519263395,0.6309002972685136,0.6499559275929281,0.631902284885628,0.6165436190099138,0.6150975891320928,0.6290504396405798,0.6326830920989999,0.6159298754387104,0.5657522547400835,0.6003999660595384,0.6263324096207286,0.6827291260929246,0.6351286477046549,0.5874002991143679,0.545658675109586,0.5941542147237708,0.5153902707382202,0.7220255566041286,0.6738055287336637,0.3846339841356448,0.39086610944342365,0.46976606300763585,0.5195084868640665,0.4542961746008722,0.5755231015966259,0.10138223337831867,0.4923731547706085,0.47719597783385265,0.4760765086732127,0.5520490495742543,0.6161891933936938,0.5268864584372897,0.5001009343949506,0.6700748576514006,0.43494164198620305,0.7115806917061647,0.28424870437078714,0.3732471330263784,0.41841788427021115,0.5436160759792374,0.4659179302560489,0.7314378960056366,0.45080786084387103,0.7104996824416118,0.1569642087009333,0.47460454361288995,0.6492763331826108,0.6071589043041857,0.3133192803425071,0.5048731008796886
UP.Latin America,-0.18368982611037182,0.12061844323296937,-0.6185224432162134,0.1651353033752986,-0.3827458995215281,-0.33680224780337503,-0.4822919542640001,0.9007824852124333,0.8940896676439424,0.8852430048066918,-0.5808187616032809,,,0.05520463017848119,0.12689100081618065,0.1053497782182476,0.15468825233293634,0.0016795675632783143,0.001640777879832851,-0.033571257375406886,-0.6617081788285332,-0.5700139624825721,0.6921471157179763,-0.006799663517927924,0.36381520756335134,0.25205174077422415,0.12257513538531814,0.6321559193581853,0.1457205724314967,0.22000972322791024,-0.000933801003910436,0.36261226176711275,0.8643672804730419,0.35393846407766766,0.22304029486951388,0.4410404512954286,1.0,0.782232977261973,0.4118168151720265,0.778409845233745,-0.627849456513109,-0.6558880095327864,-0.6041348101090958,-0.13967629152943942,-0.4025441623985948,-0.2774740657807866,-0.6364940828231729,-0.6443838478146998,-0.6167882154300103,-0.6126294521192519,-0.6206138723690214,0.7108523143403889,0.7123213626135858,-0.1693980750188803,0.14269652507562736,0.0905921016802446,0.6113172592738645,0.9042317453249519,0.8425445109896844,0.9028671677591973,0.9067541880435811,0.9152460950713641,0.9090788871287794,0.8843280095461832,0.9129643112561198,0.8330819667099745,0.9210323827113078,0.9031720781074546,0.7663933871135427,0.6956117340924276,0.9067388801778964,0.8997184273592551,0.8814647434038165,0.7578515947431463,0.900561763604579,0.9166207624453309,0.676409197141305,0.818466364772683,0.5709730396248922,0.5985568738600228,0.3626526168116274,0.7905342655068481,0.5046175610545615,0.7262696691160964,0.7582861879338845,0.4689727699028955,0.739606112556665,0.7125676360314503,0.7147689164867793,0.5003869654422062,0.7211339027296589,0.814890051417462,0.8953213443021192,0.7305989587110802,0.616499641925071,0.7456927442799322,0.6508988702550486,0.3823376482376229,0.9039860317136029,0.7059022096282281,0.9076918193254986,0.5361365105402253,0.6768636432236848,0.9101008692229713,0.8073558550376239,0.7721670321723026,0.8007839448505175
UP.Middle East,-0.11575237901824391,0.08248628606903458,-0.43155692056109746,0.3682954265309346,-0.4932970984478863,-0.4653577592162641,-0.573400374710928,0.8318986997369843,0.8138817435064153,0.8286110648518171,-0.7612697190066877,,,-0.1324112894815742,-0.06954417292961594,-0.06303972102848977,-0.017770261411964607,0.08523812976006298,0.11181503652202644,0.07820713633400568,-0.64420477590628,-0.7406103701731035,0.7359963471325143,-0.09577541147139775,0.293696493816187,0.2220480780277576,0.10360190722204461,0.6581926312993609,0.24799484089450613,0.13025441648757485,-0.06343014166120949,0.3292241251905932,0.8110509772312742,0.45648586123804613,0.43262769960618414,0.46527286248095084,0.782232977261973,1.0,0.5502949420332257,0.812721723688236,-0.7547318686566068,-0.7628999101734083,-0.7446627355449568,-0.34575718444102754,-0.2521596602334528,-0.4376313025978566,-0.7575946006405048,-0.7622694375077275,-0.7545688408869982,-0.7474634186687397,-0.7521140846144276,0.5456180927854077,0.5450851440698998,0.09534587345938852,-0.03483340516241274,0.3546700153259055,0.3669716634197077,0.716575403366268,0.7086925840922191,0.722873315340258,0.7244663913001643,0.7286703742560123,0.7192117758370309,0.7148283887090968,0.7376605087429507,0.7284229427371587,0.7379435580236442,0.7202268562191975,0.664237636231434,0.6600614027942959,0.6737648222641985,0.7207525798649662,0.7054232650413682,0.5957401090860213,0.752156249457487,0.7138153214543399,0.5734050294564128,0.6504715214018819,0.49511770982541614,0.49296009942549024,0.38262417801280113,0.5523284201922475,0.4313550047086543,0.5340718695334203,0.6070723426361011,0.38747664354686157,0.5321713735927531,0.6311373709056685,0.5542224119910726,0.548640593377222,0.6767765179420268,0.6348293906598766,0.7471117694605985,0.6139212822414629,0.43948214857470874,0.5926050959313482,0.5064094034782348,0.382078872052204,0.7628372033435387,0.6242660351990368,0.7629591511084162,0.6190925134575979,0.5949451068988193,0.7668865898452737,0.6867811380400525,0.7298538694708565,0.6473021284763292
UP.North America,-0.022943679178558662,-0.08460356455091654,0.08621027642596472,0.2865798103125601,-0.31026816519282485,-0.1652578867001132,-0.14791957711622508,0.4871145703927954,0.22665460684207558,0.37602483622888544,0.026933370909571663,,,-0.06079950864548779,0.02943382658663835,-0.1271359332685161,-0.05890874677191518,0.027590290658059805,-0.015404775214237438,-0.015962752829067246,-0.23584528066209617,-0.28979844732953125,-0.16177325219856784,-0.11757680776464617,0.0013389556039144757,0.1364899797577397,0.14443910419908168,0.45524604366789395,0.31471181884548477,0.12880582370388216,-0.04552293954565093,0.2542279427581755,0.6451049188174837,0.704341151055291,0.7808628969418739,-0.2540911862640875,0.4118168151720265,0.5502949420332257,1.0,0.8577920317171622,-0.3248614091569533,-0.33769783986142243,-0.3122819821441664,-0.07727643669814827,-0.22096110970024857,-0.15294534875501253,-0.3218492225146531,-0.3221270753400344,-0.14642558105257744,-0.30960684160433005,-0.309357693650309,0.41485859336451447,0.41281954031280066,0.09936870507165436,-0.0862506122095249,0.16451875034555127,-0.06176377923083271,0.050622905620577044,0.03660729862392638,0.06765765603364446,0.07631075550786139,0.09397259279502948,0.06506381687944349,0.05466190207753225,0.10625306814220487,0.19798849930960583,0.1188338569483044,0.06907565801948594,0.01735181050512972,0.03186119273225444,0.022999686063101085,0.19330762630594267,0.09207305414641348,-0.006421102459847903,-0.0608743821228797,0.05857409826430271,0.1062100729801292,0.15240996658458197,-0.06489257989557749,-0.12429966121483017,-0.04978881234093842,-0.37352317790316586,0.26418203454875516,-0.1892065347478058,-0.017932457619464718,-0.09958773831597462,-0.06642826575482948,-0.1555688258366063,-0.0044693459528943385,-0.18481464034669587,-0.14447472570584735,0.08340747405838692,-0.07914476507909156,0.20060864111366303,-0.04554459951516056,0.05756731096312681,-0.04212763212382638,-0.09263918965647237,-0.07538911149974806,0.08307317576237598,-0.09602928220786267,0.5037990006055745,0.03584943009383266,-0.05988981595432431,-0.1473653211925587,0.4228297940863753,0.06245789007056095
UP.Total,-0.0245315369689314,0.06920814121077246,-0.2260714482153345,0.350597783616066,-0.4396634486810252,-0.37947503851809805,-0.4623678155582152,0.8004008082052094,0.7635031118833406,0.7028154008625198,-0.4909583112852476,,,-0.06498790006131934,0.025540901848249156,-0.048349022246736324,0.05499966708283202,-0.0035399985767721838,-0.0288790405579721,-0.05576781346663122,-0.49667184004493004,-0.5172644017148924,0.699776380034696,-0.0683720518707356,0.17184483374341525,0.23982966046504248,0.16451520728112137,0.6283745304364273,0.33768179753085764,0.25505759161248986,-0.030500776680490414,0.3823801600822664,0.893077574559486,0.7653267851549023,0.697238327265215,0.06092364835800979,0.778409845233745,0.812721723688236,0.8577920317171622,1.0,-0.5709903331295229,-0.5993708011534851,-0.5520740434535305,-0.1276146673769418,-0.3379286907301033,-0.2435282910046854,-0.5721646126109089,-0.5752435441682145,-0.5445577017441073,-0.5527512650725998,-0.5553056621349373,0.743633381158637,0.7430886224825854,-0.00918308266817537,0.01665236786445126,0.22351434451034047,0.2818791880286447,0.6390234695487538,0.5979090798259237,0.6461105245275068,0.6589449475934233,0.6701164787588488,0.6456827132328892,0.6327269012822562,0.6800497237316498,0.6810726349991163,0.6911700281528865,0.6501248618367076,0.5186971675145428,0.5024829818065392,0.6135276126443735,0.7374126177006441,0.6567121976135092,0.5185542985200567,0.8747890876601637,0.8458964185973492,0.6674831183856402,0.6578945142447147,0.4379115245842195,0.5802346132746327,0.25886153789084176,0.6591464070159148,0.5770040018868595,0.6031586914972991,0.5341511004482599,0.28670667468192523,0.4580508321233582,0.6600065751480442,0.6965847793929696,0.4761530339334278,0.7136855242562397,0.6187892625136856,0.8603645218759169,0.634560836166994,0.38906154241191193,0.5577734575331752,0.48144651945973754,0.23616378169127905,0.8802743727741728,0.6676673328724794,0.881131181514643,0.7055882008189794,0.5171864639848629,0.8470499930292051,0.7715443538151546,0.8429038728285109,0.5970228054368194
Brent,-0.059881710922667745,-0.33264235361097355,0.5748870999877154,-0.6064826575245374,0.1801729901814938,0.1391408075932272,0.256500582218131,-0.6585488644138495,-0.619729544290231,-0.8595983852680595,0.8686381182586207,,,0.2048009551449978,0.17755296397644615,0.031247410025955793,0.008272725563768945,-0.07304030444936202,-0.06899231449747392,-0.04934892140380785,0.5170344560009986,0.97295708564002,-0.6533450847586224,0.012122641285811746,-0.25812331479110767,-0.037843897746167726,-0.01821967286175892,-0.48328896266048005,-0.3005977054138839,-0.21014256649050103,0.0866464654454087,-0.20452336868151635,-0.6179450070359932,-0.27708729754415945,-0.197107070582907,-0.4993511550075432,-0.627849456513109,-0.7547318686566068,-0.3248614091569533,-0.5709903331295229,1.0,0.9826890855592498,0.9972418758911455,0.6115849355438535,0.20633431901351465,0.6938308308224136,0.9996136579805279,0.9990149507053702,0.9980803122965174,0.9977488287597016,0.9977157022122917,-0.37261841594784134,-0.3724578845891519,-0.4638386468251904,0.005697641195967616,-0.6288083315868899,-0.2526788600159175,-0.668384877374636,-0.6887810144394579,-0.6733748874292681,-0.6766297706795982,-0.6711904986415631,-0.6664225831342923,-0.6772295623343831,-0.6772087970677857,-0.6698942499445736,-0.671847059143106,-0.6668178099910773,-0.5989145692278558,-0.6040718846887995,-0.5897170575942091,-0.6701812593944236,-0.6817749577502742,-0.571458485974743,-0.6522459661737788,-0.6096146478048629,-0.5508912021029343,-0.5463248299605732,-0.539455314756489,-0.4569649244893765,-0.3831463748174681,-0.6035913333020667,-0.44778858257053006,-0.4929810673575102,-0.5633208704040508,-0.41159283700937466,-0.460260857048611,-0.5665009879697783,-0.3953817980496311,-0.4875173121634372,-0.6811777879356153,-0.5689109966725059,-0.6428198279592219,-0.4809342079305809,-0.4969451189626638,-0.5162363337053969,-0.4655348831259773,-0.3596440190249184,-0.6577068890240572,-0.5592870986828961,-0.6645527598639966,-0.41021969914637935,-0.5383638324664429,-0.6751126333513914,-0.6101667900797205,-0.6245233342550941,-0.5724374021782564
WTI,-0.0705714819674946,-0.32152184636076625,0.5347347099272012,-0.5974370327202716,0.22483067007608207,0.18700700394541686,0.30953870338704975,-0.6915950149990715,-0.6601003819721426,-0.8540672912338773,0.8673858365040901,,,0.22110365823926603,0.19496425754285315,0.021278110563147185,-0.0028991012700843627,-0.05673132102118116,-0.05134491055014127,-0.031650686530184484,0.530850133485539,0.9478115784353184,-0.6911197855157183,0.01133682861509326,-0.27980443193429505,-0.061213079799864414,-0.027207258897257804,-0.5006114219527347,-0.2677595890927943,-0.21446569800548226,0.09637016390708164,-0.21470125342824437,-0.6416745164865753,-0.3219730318983455,-0.19242357762099035,-0.5129362480218892,-0.6558880095327864,-0.7628999101734083,-0.33769783986142243,-0.5993708011534851,0.9826890855592498,1.0,0.9793082879112812,0.46726520460462867,0.21297674990266968,0.5486239890683531,0.9837332404401536,0.9839202794113857,0.9823202497400164,0.9807273001621167,0.9813189526675694,-0.40854867738514616,-0.4083131749467816,-0.4219171364177599,-0.004318583015952257,-0.6101924946795003,-0.29320738242259003,-0.6821053284755864,-0.6964254414479583,-0.6868462756713034,-0.6908765083119206,-0.6869942842011251,-0.6814770321008653,-0.6890434469915427,-0.6921634656128938,-0.6818622631668629,-0.6889910888767298,-0.6812617930194217,-0.5976169901780697,-0.5948825441695572,-0.6066877018086975,-0.6869448864989157,-0.6976086991301143,-0.5810105559329221,-0.6645880493541886,-0.6114332541511751,-0.5671002568209582,-0.5692336420915001,-0.5365155258560163,-0.4631086565895626,-0.3693648495264923,-0.6031379348248861,-0.4606036903001866,-0.5046181438369896,-0.5770483303018412,-0.4072335551477272,-0.4755827792282387,-0.5706379625728664,-0.42755214019608057,-0.48521028136882144,-0.690704871445799,-0.5875782121309859,-0.6482324509777873,-0.5058199073522974,-0.5055507081509086,-0.5377569734155502,-0.46864812399705963,-0.35005154897505375,-0.673302046566127,-0.5775199682181424,-0.6808016010888419,-0.4193300315518083,-0.5413692255022295,-0.6909115425956053,-0.6217623577411833,-0.6459718483761157,-0.5869367683015445
